Title	URL	Assignees	Status	Estimated size	Real size	Labels
Generate Embeddings	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/60		Future Issues (Placeholder)			Backend, Blocked, medium priority
Preview of Uploaded Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/12		Future Issues (Placeholder)			Frontend, medium priority
Chat Overview	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/114		Future Issues (Placeholder)			Frontend, medium priority
Dictate Chat Function	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/116		Future Issues (Placeholder)			Backend, Frontend, medium priority
LLM Live API Connection	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/121		Future Issues (Placeholder)			Backend, medium priority
Bidirectional Audio Streaming Proxy	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/122		Future Issues (Placeholder)			Backend, medium priority
Voice Chat WebSocket Endpoint + Auth	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/120		Future Issues (Placeholder)			Backend, medium priority
Fix: Knowledge Graph Extraction API	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/142		Product Backlog			Backend, Frontend, high priority
API: Retrieving Knowledge Graphs	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/73		Product Backlog			Backend, high priority
API: LLM Chat Agent	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/115		Product Backlog			Backend, high priority
Knowledge Graph Context into LLM Prompts	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/75		Product Backlog			Backend, medium priority
API Test Environment	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/108		Product Backlog			Backend, Frontend, medium priority
Combining all document sub-graphs into one	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/126		Product Backlog			Backend, medium priority
Chat Screen	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/52		Product Backlog	5		Frontend, high priority, visual
Fix: Account Signup	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/113		Product Backlog			Frontend, high priority
Fix: Uploading Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/141		Product Backlog			Frontend, high priority
Componentisation - Technical Debt - Beautify	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/97		Product Backlog			Frontend, medium priority
Deleting Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/129		Product Backlog			Frontend, medium priority
Voice Chat Indicator	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/125		Product Backlog			Frontend, medium priority
Voice Chat Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/56		Product Backlog			Backend, high priority, parent issue
Voice Chat Session and Conversation Persistence	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/117		Product Backlog			Backend, medium priority
Backend/Frontend Contract: Voice Chat Audio Protocol	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/118		Product Backlog			Backend, Frontend, low priority
Formatted Knowledge Graph for Frontend Visualization	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/107		Sprint Backlog	3		Backend, high priority
Documentation	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/94	AbdulHaseeb-SE, MuhammadZeeshan2	In Progress			Deliverable, urgent
Backend Deployment: Knowledge Graph Components	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/89	AbdulHaseeb-SE, hasnatahmed331, Hossam-Amer, MuhammadZeeshan2	In Progress	8		Backend, high priority
