Title	URL	Assignees	Status	Estimated size	Real size	Labels
Generate Embeddings	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/60		Future Issues (Placeholder)			Backend, Blocked, medium priority
Preview of Uploaded Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/12		Future Issues (Placeholder)			Frontend, medium priority
Implement Welcome Screen with Appropriate Navigation Options	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/13		Future Issues (Placeholder)			Frontend, medium priority
Finance Dashboard	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/20		Future Issues (Placeholder)			Frontend, low priority
Medical Dashboard	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/19		Future Issues (Placeholder)			Frontend, low priority
Documents and Metadata should be shared to configure/run model (OCR, etc.)	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/7		Future Issues (Placeholder)			
Docker GCP Reminder	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/64		Future Issues (Placeholder)			
Document API: Knowledge Extraction	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/65		Future Issues (Placeholder)			
Medical Document Extraction Pipeline	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/76		Future Issues (Placeholder)			Backend, high priority
Voice Chat Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/56		Future Issues (Placeholder)			Backend, medium priority
Set up RAG DB	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/24	hasnatahmed331	Future Issues (Placeholder)	3		Backend, medium priority
User Documentation	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/70		Future Issues (Placeholder)			
Storage and Provisioning of a Knowledge Graph for the LLM	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/72		Future Issues (Placeholder)			Backend, high priority, parent issue
Implement Graph Retrieval Interface for Subgraph Extraction	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/74		Future Issues (Placeholder)			Backend, low priority, Slice 2
Knowledge Graph Context into LLM Prompts	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/75		Future Issues (Placeholder)			Backend, low priority, Slice 1
Knowledge Graph Download Button	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/55		Product Backlog			Frontend, high priority
UI for Knowledge Extraction	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/71		Product Backlog			Frontend, high priority, visual
User Registration (Functionality)	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/68		Product Backlog			Frontend, medium priority
Extracting Knowledge Graphs from Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/44	Hossam-Amer, MuhammadZeeshan2	Product Backlog			Backend, high priority
Backend Deployment: Knowledge Graph Components	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/89		Product Backlog			Backend, high priority
Storing Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/86		Product Backlog			Backend, high priority
Storing Knowledge Graphs	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/73		Product Backlog			Backend, high priority
Connecting Document Views to Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/69		Product Backlog			Blocked, Frontend, high priority
Backend API for Knowledge Graph Visual Representation Export	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/77		Product Backlog			Backend, Blocked, high priority
Wiki Articles: Release Manager, Merge Procedure	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/27	andrewluka	Product Backlog	2		Backend, Frontend, low priority
