Title	URL	Assignees	Status	Estimated size	Real size	Labels
Ensure Knowledge Graph Correctness	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/145		Product Backlog			Backend, medium priority
Custom LLM API for Elevenlabs Voice Chat Agents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/188		Product Backlog			Backend, medium priority
Add Chat Message Thinking States	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/196		Product Backlog			Frontend, low priority
Voice Call Transcription	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/183		Product Backlog			Frontend, medium priority
API Test Environment	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/108		Product Backlog			Backend, Frontend, low priority
Store Chat Context in Chat Data Model	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/190		Product Backlog			Frontend, low priority
Add “Ask About This Document” Entry Point	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/191		Product Backlog			Frontend, low priority
Show Active Chat Context in Chat Screen	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/192		Product Backlog			Frontend, low priority
Show Suggested Questions on Extracted Document Detail Page	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/193		Product Backlog			Frontend, low priority
Show Empty Chat State with Suggested Questions	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/194		Product Backlog			Frontend, low priority
Show Sources and References in Chat Answers	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/195		Product Backlog			Frontend, low priority
Add Retry for Failed Chat Messages	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/197		Product Backlog			Frontend, low priority
Add Regenerate Answer Action	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/198		Product Backlog			Frontend, low priority
Filtering Chats	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/205		Product Backlog			Frontend, low priority
Filtering Documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/206		Product Backlog			Frontend, low priority
Editing documents	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/207		Product Backlog			
Knowledge Graph Context+ Research Paper RAG hybrid LLM approach	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/187		Product Backlog			Backend, high priority
Connect Chat Screen with LLM Chat Agent	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/152	VogtIndustries	Sprint Backlog	3		Frontend, high priority
Fix: Authentication	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/208		Sprint Backlog	3		Backend, Frontend, high priority
AI Voice Call using ElevenLabs	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/182	hannes-v	Sprint Backlog	8		Frontend, high priority
Voice Call Indicator	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/125	andrewluka	Sprint Backlog	3		Frontend, medium priority, visual
Fix: Retrieving the Knowledge Graph	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/73	AbdulHaseeb-SE, hasnatahmed331	Sprint Backlog	2		Backend, Frontend, high priority
Scraping Research Papers	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/186		Sprint Backlog	8		Backend, high priority
Deploy Neo4j Graph Database	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/185		Sprint Backlog	5		Backend, high priority
Rate Limiting on document upload	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/210		Sprint Backlog	3		Backend, high priority
Deployment of Knowledge Graph Context Chat on Backend	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/179	AbdulHaseeb-SE, hasnatahmed331	Feature Archive	5	8	Backend, high priority
Dictate Chat Function	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/116	hannes-v	Feature Archive	8	5	Frontend, medium priority
Integrate Camera Scanning	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/156	andrewluka	Feature Archive	5	5	Frontend, low priority
Password show/hide button	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/163	andrewluka	Feature Archive	1	1	Frontend, low priority
Knowledge Graph Context into LLM Prompts	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/75	AbdulHaseeb-SE, hasnatahmed331, Hossam-Amer	Feature Archive	8	8	Backend, medium priority
Deleting Chats	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/177	VogtIndustries	Feature Archive	3	3	Frontend, medium priority
Chat Agent User History	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/167	hasnatahmed331, MuhammadZeeshan2	Feature Archive	3	3	Backend, high priority
Update Neo4j / GCP License for Knowledge Extraction	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/178		Feature Archive	1		Backend, high priority
User Guide for Visualising Knowledge Graphs using Neo4j	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/166		Feature Archive			Frontend, low priority
Componentisation - Technical Debt - Beautify	https://github.com/amosproj/amos2026ss03-ailixir-intelligence/issues/97	hannes-v	Feature Archive	5	5	Frontend, medium priority
